masked	src
saḥ asmān sarvatas [MASK] hetyāḥ deva asurebhyaḥ	saḥ asmān sarvatas pātu hetyāḥ deva asurebhyaḥ
saḥ imām prāviśat	saḥ imām prāviśat
[MASK] rāyaḥ puru vāra pra yandhi	mahaḥ rāyaḥ puru vāra pra yandhi
takṣan nāsatyābhyām parijmānam sukham ratham	takṣan nāsatyābhyām parijmānam sukham ratham
prati paśyati	prati paśyati
sapta vai śīrṣan prāṇāḥ	sapta vai śīrṣan prāṇāḥ
āhūtayaḥ [MASK] nāma etāḥ yat āhutayaḥ	āhūtayaḥ vai nāma etāḥ yat āhutayaḥ
yajñaiḥ iṣūḥ saṃnamamānaḥ agne vācā śalyāṁ aśanibhiḥ dihānaḥ tābhiḥ [MASK] hṛdaye yātudhānān	yajñaiḥ iṣūḥ saṃnamamānaḥ agne vācā śalyāṁ aśanibhiḥ dihānaḥ tābhiḥ vidhya hṛdaye yātudhānān
viśvam id [MASK] sutam indraḥ madāya gacchati vṛtrahā soma pītaye	viśvam id savanam sutam indraḥ madāya gacchati vṛtrahā soma pītaye
bhavati ātmanā parā [MASK] dviṣan pāpmā bhrātṛvyaḥ bhavati yaḥ evam veda	bhavati ātmanā parā asya dviṣan pāpmā bhrātṛvyaḥ bhavati yaḥ evam veda
añjanti tvām [MASK] devayantaḥ iti anvāha	añjanti tvām adhvare devayantaḥ iti anvāha
āhavanīyasya ca vai sa gārhapatyasya ca dakṣiṇāgneḥ ca [MASK] ca yajamānasya ca paśūnām ca priyam dhāma bhavati yaḥ [MASK] veda	āhavanīyasya ca vai sa gārhapatyasya ca dakṣiṇāgneḥ ca yajñasya ca yajamānasya ca paśūnām ca priyam dhāma bhavati yaḥ evam veda
tasmāt tāsām [MASK] janma puras okaḥ	tasmāt tāsām puras janma puras okaḥ
yat vai devānām na iti tat [MASK] om iti	yat vai devānām na iti tat eṣām om iti
rājanyam bhūti kāmam yājayet	rājanyam bhūti kāmam yājayet
yame iva hi ete [MASK] prabāhuk itaḥ	yame iva hi ete yatamāne prabāhuk itaḥ
uttamaḥ nāma kuṣṭha asi	uttamaḥ nāma kuṣṭha asi
tvā viśantu indavaḥ [MASK] tad okasaḥ	tvā viśantu indavaḥ matsarāsaḥ tad okasaḥ
tejaḥ vai brahmavarcasam vanaspatīnām palāśaḥ	tejaḥ vai brahmavarcasam vanaspatīnām palāśaḥ
ā imam bhaja grāme [MASK] goṣu	ā imam bhaja grāme aśveṣu goṣu
apūtaḥ vai eṣa yam abhiśaṃsanti	apūtaḥ vai eṣa yam abhiśaṃsanti
savitṛ [MASK] eva enau tat praṇayanti	savitṛ prasūtāḥ eva enau tat praṇayanti
viśvaiḥ eva enam tat devaiḥ saha [MASK]	viśvaiḥ eva enam tat devaiḥ saha āsādayati
tasmai etat haviḥ ātithyam nirupyate	tasmai etat haviḥ ātithyam nirupyate
sarvāḥ vai etāḥ devatāḥ	sarvāḥ vai etāḥ devatāḥ
candramāḥ nakṣatrāṇām īśe	candramāḥ nakṣatrāṇām īśe
virājaḥ ca vai sa [MASK] ca devānām sarvāsām ca [MASK] priyam dhāma bhavati yaḥ evam veda	virājaḥ ca vai sa sarveṣām ca devānām sarvāsām ca devatānām priyam dhāma bhavati yaḥ evam veda
tāvat vai vāc avadat sarvasyai [MASK] sarvasya brahmaṇaḥ parigṛhītyai	tāvat vai vāc avadat sarvasyai vācaḥ sarvasya brahmaṇaḥ parigṛhītyai
somaḥ hi rājā	somaḥ hi rājā
śarade tvā hemantāya vasantāya [MASK] pari dadmasi	śarade tvā hemantāya vasantāya grīṣmāya pari dadmasi
yā āsurī vāc avadat sā [MASK] prāviśat yā udajayat sā vanaspatīn	yā āsurī vāc avadat sā imām prāviśat yā udajayat sā vanaspatīn
yāḥ te śatam dhamanayaḥ aṅgāni [MASK] viṣṭhitāḥ tāsām te sarvāsām vayam niḥ viṣāṇi hvayāmasi	yāḥ te śatam dhamanayaḥ aṅgāni anu viṣṭhitāḥ tāsām te sarvāsām vayam niḥ viṣāṇi hvayāmasi
[MASK] vaḥ manāṃsi sam vratā sam ākūtīḥ namāmasi	sam vaḥ manāṃsi sam vratā sam ākūtīḥ namāmasi
[MASK] kāmayeta tejasvī syām sarvatra vibhaveyam sarvatra apibhāgaḥ syām dāna kāmāḥ [MASK] prajāḥ syuḥ iti saḥ etān ajān kṛṣṇa grīvān ālabheta	yaḥ kāmayeta tejasvī syām sarvatra vibhaveyam sarvatra apibhāgaḥ syām dāna kāmāḥ me prajāḥ syuḥ iti saḥ etān ajān kṛṣṇa grīvān ālabheta
pāpmānam eva apahate	pāpmānam eva apahate
agniḥ vai deva yoniḥ	agniḥ vai deva yoniḥ
sarvam āyuḥ [MASK] yaḥ evam vidvān uṣṇihau kurute	sarvam āyuḥ eti yaḥ evam vidvān uṣṇihau kurute
tris prathamām tris uttamām anvāha	tris prathamām tris uttamām anvāha
agniḥ hi eṣām dūtaḥ [MASK] vidvān	agniḥ hi eṣām dūtaḥ pratyetu vidvān
tam eva bhāgadheyena upāsarat	tam eva bhāgadheyena upāsarat
triṣṭubhau bhavataḥ sa indriya tvāya	triṣṭubhau bhavataḥ sa indriya tvāya
yajñam naya yajamānāya sādhu iti	yajñam naya yajamānāya sādhu iti
sarvam āyuḥ [MASK] yaḥ evam veda	sarvam āyuḥ eti yaḥ evam veda
tasmāt āhuḥ mā anuvocaḥ mā pracārīḥ kilbiṣam nu mā yātayan [MASK]	tasmāt āhuḥ mā anuvocaḥ mā pracārīḥ kilbiṣam nu mā yātayan iti
aindrāgnam anusṛṣṭam ālabheta yasya pitā pitāmahaḥ [MASK] na pibet	aindrāgnam anusṛṣṭam ālabheta yasya pitā pitāmahaḥ somam na pibet
tasmin upahūtaḥ iti	tasmin upahūtaḥ iti
[MASK] vai devānām manotā tasmin hi teṣām manāṃsi otāni	agniḥ vai devānām manotā tasmin hi teṣām manāṃsi otāni
nīcais padyantām adhare bhavantu ye [MASK] sūrim maghavānam pṛtanyān	nīcais padyantām adhare bhavantu ye naḥ sūrim maghavānam pṛtanyān
a parimitaḥ vai prajāpatiḥ	a parimitaḥ vai prajāpatiḥ
parastāt arvācīḥ upasadaḥ [MASK] eṣām eva lokānām abhijityā	parastāt arvācīḥ upasadaḥ upaiti eṣām eva lokānām abhijityā
tathā iti	tathā iti
gauḥ vai devānām manotā tasyām hi [MASK] manāṃsi otāni	gauḥ vai devānām manotā tasyām hi teṣām manāṃsi otāni
na enena haviḥ attave	na enena haviḥ attave
amṛtam turīyam	amṛtam turīyam
varṣāṇi tubhyam syonāni yeṣu vardhante [MASK]	varṣāṇi tubhyam syonāni yeṣu vardhante oṣadhīḥ
atha yaḥ evam [MASK] vrātyena an atisṛṣṭaḥ juhoti na pitṛyāṇam panthām jānāti [MASK] deva yānam	atha yaḥ evam viduṣā vrātyena an atisṛṣṭaḥ juhoti na pitṛyāṇam panthām jānāti na deva yānam
etat vai yajñasya samṛddham yat [MASK] samṛddham	etat vai yajñasya samṛddham yat rūpa samṛddham
goḥ iva pūrvau pādau	goḥ iva pūrvau pādau
āntrebhyaḥ jajñire atrāḥ udarāt adhi [MASK]	āntrebhyaḥ jajñire atrāḥ udarāt adhi vīrudhaḥ
uttaratas hi strī pumāṃsam upaśete	uttaratas hi strī pumāṃsam upaśete
yajñaḥ vai devebhyaḥ udakrāmat	yajñaḥ vai devebhyaḥ udakrāmat
tejanyāḥ ubhayatas antayoḥ [MASK] barsau nahyati	tejanyāḥ ubhayatas antayoḥ aprasraṃsāya barsau nahyati
saṃjñānam araṇebhiḥ	saṃjñānam araṇebhiḥ
tat enām parokṣam [MASK] saha ṛṣabhāḥ iti	tat enām parokṣam upahvayate saha ṛṣabhāḥ iti
uttamayā paridadhāti	uttamayā paridadhāti
annam vai virāj	annam vai virāj
sā devānām asi svasā	sā devānām asi svasā
ānṛtyataḥ śikhaṇḍinaḥ gandharvasya apsarā pateḥ bhinadmi [MASK]	ānṛtyataḥ śikhaṇḍinaḥ gandharvasya apsarā pateḥ bhinadmi muṣkau
tat mahat abhavat	tat mahat abhavat
mā u abhivyādhinaḥ vidan	mā u abhivyādhinaḥ vidan
triṣṭubhau vīrya kāmaḥ kurvīta	triṣṭubhau vīrya kāmaḥ kurvīta
pra ebhyaḥ lokebhyaḥ bhrātṛvyam nudate	pra ebhyaḥ lokebhyaḥ bhrātṛvyam nudate
somasya asi sakhā hitaḥ	somasya asi sakhā hitaḥ
arbhasya tṛpra [MASK] maśakasya arasam viṣam	arbhasya tṛpra daṃśinaḥ maśakasya arasam viṣam
śvetāḥ [MASK] ālabheta brahmavarcasa kāmaḥ āgneyīm bārhaspatyām saurīm	śvetāḥ malhāḥ ālabheta brahmavarcasa kāmaḥ āgneyīm bārhaspatyām saurīm
prāṇaḥ vai vayaḥ	prāṇaḥ vai vayaḥ
satyāḥ santu yajamānasya kāmāḥ	satyāḥ santu yajamānasya kāmāḥ
etena vai [MASK] tat sahasram paryagṛhṇāt	etena vai sa tat sahasram paryagṛhṇāt
[MASK] jigāti gātu vid iti tṛcam saumyam gāyatram anvāha some rājani praṇīyamāne	somaḥ jigāti gātu vid iti tṛcam saumyam gāyatram anvāha some rājani praṇīyamāne
yāḥ prajāpateḥ āpriyaḥ tāḥ āpriyaḥ	yāḥ prajāpateḥ āpriyaḥ tāḥ āpriyaḥ
tiṣṭhāt id dhamaniḥ mahī	tiṣṭhāt id dhamaniḥ mahī
yena eva [MASK] pāpmānam apāhata tena pāpmānam apahate	yena eva indraḥ pāpmānam apāhata tena pāpmānam apahate
[MASK] te māṃsasya visrastam sam asthi api rohatu	sam te māṃsasya visrastam sam asthi api rohatu
saṃśitam kṣatram ajaram [MASK] jiṣṇuḥ yeṣām asmi purohitaḥ	saṃśitam kṣatram ajaram astu jiṣṇuḥ yeṣām asmi purohitaḥ
tam bahis dhanva udavahan	tam bahis dhanva udavahan
tāḥ atimanyamānāḥ varuṇena agrāhayat	tāḥ atimanyamānāḥ varuṇena agrāhayat
yat eva etat paśau puroﾱāśam [MASK] tena eva asya tat āpūryate	yat eva etat paśau puroﾱāśam anunirvapanti tena eva asya tat āpūryate
gāyatraḥ vai [MASK] tejaḥ vai brahmavarcasam gāyatrī	gāyatraḥ vai brāhmaṇaḥ tejaḥ vai brahmavarcasam gāyatrī
bhāginīḥ vai anyāḥ prajāḥ	bhāginīḥ vai anyāḥ prajāḥ
somaḥ ca vai [MASK] pūṣā ca jāyamānasya indriyam vīryam ayuvetām	somaḥ ca vai etasya pūṣā ca jāyamānasya indriyam vīryam ayuvetām
uttamām aditim yajati	uttamām aditim yajati
ekam stanam vratam upaiti upasatsu [MASK] hi eva iṣuḥ iti	ekam stanam vratam upaiti upasatsu ekā hi eva iṣuḥ iti
tasmāt sāvitrīm anvāha	tasmāt sāvitrīm anvāha
adhīvāsaḥ deyaḥ	adhīvāsaḥ deyaḥ
yam [MASK] purodadhire brahmāṇam apabhūtaye indra sa te adhaspadam	yam amī purodadhire brahmāṇam apabhūtaye indra sa te adhaspadam
śṛṇotu naḥ	śṛṇotu naḥ
tāḥ tvam juṣasva	tāḥ tvam juṣasva
yat vai lohitam yat [MASK] tat śarīram	yat vai lohitam yat māṃsam tat śarīram
saḥ asmai etat dvāram vivṛṇoti	saḥ asmai etat dvāram vivṛṇoti
vāsasā prorṇuvanti	vāsasā prorṇuvanti
etat vai yajñasya samṛddham [MASK] rūpa samṛddham	etat vai yajñasya samṛddham yat rūpa samṛddham
ud idam māmakam vacaḥ	ud idam māmakam vacaḥ
vanaspatīn	vanaspatīn
antarikṣena saha vājinīvan karkīm [MASK] iha rakṣa vājin	antarikṣena saha vājinīvan karkīm vatsām iha rakṣa vājin
juhota pra ca tiṣṭhata	juhota pra ca tiṣṭhata
pātu naḥ devī subhagā sarasvatī	pātu naḥ devī subhagā sarasvatī
tam aindram ālabheta	tam aindram ālabheta
ava vṛṣṭim sṛjatam jīra dānū	ava vṛṣṭim sṛjatam jīra dānū
saḥ agneḥ deva yonyāḥ āhutibhyaḥ [MASK] hiraṇya śarīraḥ ūrdhvaḥ svargam lokam eti	saḥ agneḥ deva yonyāḥ āhutibhyaḥ sambhūya hiraṇya śarīraḥ ūrdhvaḥ svargam lokam eti
śiraḥ vai [MASK] yajñasya yat ātithyam grīvā upasadaḥ	śiraḥ vai etat yajñasya yat ātithyam grīvā upasadaḥ
auṣadham vai ūvadhyam	auṣadham vai ūvadhyam
tvaṣṭā paśūnām prajanayitā	tvaṣṭā paśūnām prajanayitā
na ātmanā dṛpyati na asya [MASK] ājāyate yaḥ evam veda	na ātmanā dṛpyati na asya prajāyām ājāyate yaḥ evam veda
tasmāt āhuḥ [MASK] vāva sarvaḥ paśuḥ agnim hi saḥ anuprācyavata iti	tasmāt āhuḥ āgneyaḥ vāva sarvaḥ paśuḥ agnim hi saḥ anuprācyavata iti
vāyuḥ vai devānām ojiṣṭhaḥ kṣepiṣṭhaḥ	vāyuḥ vai devānām ojiṣṭhaḥ kṣepiṣṭhaḥ
tat vaśānām vaśā tvam	tat vaśānām vaśā tvam
medhyaḥ abhūḥ	medhyaḥ abhūḥ
[MASK] caturdhā puroḍāśam kṛtvā barhiṣadam karoti	tasmāt caturdhā puroḍāśam kṛtvā barhiṣadam karoti
yaḥ śvetāṁ adhinirṇijaḥ cakre kṛṣṇāṁ anu vratā sa [MASK] pūrvyam mame yaḥ skambhena vi [MASK] ajaḥ na dyām adhārayat	yaḥ śvetāṁ adhinirṇijaḥ cakre kṛṣṇāṁ anu vratā sa dhāma pūrvyam mame yaḥ skambhena vi rodasī ajaḥ na dyām adhārayat
vi cit vṛheva rathyā [MASK] cakrā	vi cit vṛheva rathyā iva cakrā
tvacā sam kalpaya tvacam	tvacā sam kalpaya tvacam
eka [MASK] indra sakhā jigīvān śatrūyatām ā khida bhojanāni	eka vṛṣaḥ indra sakhā jigīvān śatrūyatām ā khida bhojanāni
tat rājānam āpyāyayanti	tat rājānam āpyāyayanti
asuryā vācā ātmānam na [MASK] saṃsṛjai iti	asuryā vācā ātmānam na id saṃsṛjai iti
indraḥ [MASK] manuṣyeṣu antar gharmaḥ taptaḥ carati śośucānaḥ	indraḥ jātaḥ manuṣyeṣu antar gharmaḥ taptaḥ carati śośucānaḥ
marutaḥ ha [MASK] deva viśaḥ antarikṣa bhājanāḥ	marutaḥ ha vai deva viśaḥ antarikṣa bhājanāḥ
[MASK] u enam vanaspate jīvānām lokam ud naya	atha u enam vanaspate jīvānām lokam ud naya
vyāghram datvatām vayam prathamam jambhayāmasi	vyāghram datvatām vayam prathamam jambhayāmasi
saḥ asmai brahmavarcasam prayacchati	saḥ asmai brahmavarcasam prayacchati
[MASK] naḥ saṃvidvān pari vṛṅgdhi takman	sa naḥ saṃvidvān pari vṛṅgdhi takman
ete vai vṛṣṭyāḥ pradātāraḥ	ete vai vṛṣṭyāḥ pradātāraḥ
[MASK] priyasya bhavati yaḥ evam veda	priyaḥ priyasya bhavati yaḥ evam veda
tatra [MASK] kāmaḥ upāptaḥ yaḥ sthāne	tatra sa kāmaḥ upāptaḥ yaḥ sthāne
saḥ agnim anuprācyavata	saḥ agnim anuprācyavata
ete devāḥ somapāḥ	ete devāḥ somapāḥ
yajñaveśasam eṣām kariṣyāmaḥ iti	yajñaveśasam eṣām kariṣyāmaḥ iti
indrasya muṣṭiḥ asi	indrasya muṣṭiḥ asi
sam gandharvaiḥ madate somyebhiḥ	sam gandharvaiḥ madate somyebhiḥ
yaḥ asya saptamaḥ prāṇaḥ aparimitaḥ nāma [MASK] imāḥ prajāḥ	yaḥ asya saptamaḥ prāṇaḥ aparimitaḥ nāma tāḥ imāḥ prajāḥ
te ete [MASK] saptabhiḥ chandobhiḥ āgacchanti	te ete saptabhiḥ saptabhiḥ chandobhiḥ āgacchanti
tasya ha udaram jajñe	tasya ha udaram jajñe
te na vyāvṛtam agacchan	te na vyāvṛtam agacchan
[MASK] varuṇa gṛhītāḥ kṛṣṇaḥ petvaḥ adhyaskandat	tāḥ varuṇa gṛhītāḥ kṛṣṇaḥ petvaḥ adhyaskandat
devāḥ [MASK] yajñena śrameṇa tapasā āhutibhiḥ svargam lokam ajayan	devāḥ vai yajñena śrameṇa tapasā āhutibhiḥ svargam lokam ajayan
yaḥ asya dvitīyaḥ vyānaḥ tat [MASK]	yaḥ asya dvitīyaḥ vyānaḥ tat antarikṣam
yunajmi [MASK] uttarāvantam indram yena [MASK] na parājayante yaḥ tvā karat eka vṛṣam janānām uta rājñām uttamam mānavānām	yunajmi te uttarāvantam indram yena jayanti na parājayante yaḥ tvā karat eka vṛṣam janānām uta rājñām uttamam mānavānām
satya uttarā ha eva asya vāc uditā [MASK] bhavati	satya uttarā ha eva asya vāc uditā bhavati bhavati
tena sarvatra vyabhavat	tena sarvatra vyabhavat
amīmṛṇan vasavaḥ	amīmṛṇan vasavaḥ
ayam agniḥ dīdāyat [MASK] eva sajātaiḥ iddhaḥ a pratibruvadbhiḥ	ayam agniḥ dīdāyat dīrgham eva sajātaiḥ iddhaḥ a pratibruvadbhiḥ
tejaḥ vai brahmavarcasam prācī diś	tejaḥ vai brahmavarcasam prācī diś
apāṣṭhāt śṛṅgāt [MASK] niḥ avocam aham viṣam	apāṣṭhāt śṛṅgāt kulmalāt niḥ avocam aham viṣam
apaḥ devīḥ upa [MASK] yatra gāvaḥ pibanti naḥ	apaḥ devīḥ upa hvaye yatra gāvaḥ pibanti naḥ
tam trayodaśāt māsāt akrīṇan	tam trayodaśāt māsāt akrīṇan
agnau manotāḥ saṃgacchante	agnau manotāḥ saṃgacchante
[MASK] tejasā tena badhnāmi tvā maṇe	saṃvatsarasya tejasā tena badhnāmi tvā maṇe
yakṣmam ca sarvam nāśaya	yakṣmam ca sarvam nāśaya
tisraḥ pṛthivīḥ upari pravā divaḥ nākam rakṣethe [MASK] aktubhiḥ hitam	tisraḥ pṛthivīḥ upari pravā divaḥ nākam rakṣethe dyubhiḥ aktubhiḥ hitam
divyasya suparṇasya tasya ha [MASK] kanīnikā	divyasya suparṇasya tasya ha asi kanīnikā
atha yat pūrva ardham [MASK] praśīrya purastāt dhruvāyai nidadhāti	atha yat pūrva ardham puroḍāśasya praśīrya purastāt dhruvāyai nidadhāti
aruṇaḥ tūparaḥ bhavati samṛddhyai	aruṇaḥ tūparaḥ bhavati samṛddhyai
tasmāt ha api etarhi parisārakam iti ācakṣate yat enam [MASK] samantam parisasāra	tasmāt ha api etarhi parisārakam iti ācakṣate yat enam sarasvatī samantam parisasāra
iṣudhau rocanaḥ tvam	iṣudhau rocanaḥ tvam
arasam yat udīcyam	arasam yat udīcyam
araṇyāt [MASK] ābhṛtaḥ kṛṣyāḥ anyaḥ rasebhyaḥ	araṇyāt anyaḥ ābhṛtaḥ kṛṣyāḥ anyaḥ rasebhyaḥ
prāṇam eva tat yajamāne dadhāti	prāṇam eva tat yajamāne dadhāti
tasmāt vicakṣaṇavatīm eva vācam vadet	tasmāt vicakṣaṇavatīm eva vācam vadet
somaḥ mīḍhvāṁ asuraḥ veda bhūmanaḥ	somaḥ mīḍhvāṁ asuraḥ veda bhūmanaḥ
atra vai etasya jāyamānasya indriyam [MASK] apākrāmat	atra vai etasya jāyamānasya indriyam vīryam apākrāmat
samantam āpaḥ [MASK] rakṣasām an anvavāyāya	samantam āpaḥ parivahanti rakṣasām an anvavāyāya
te rātrīm prāviśan	te rātrīm prāviśan
ojaḥ vai indriyam vīryam triṣṭubhau	ojaḥ vai indriyam vīryam triṣṭubhau
yām te cakruḥ senāyām yām cakruḥ iṣu āyudhe dundubhau kṛtyām yām [MASK] punar prati [MASK] tām	yām te cakruḥ senāyām yām cakruḥ iṣu āyudhe dundubhau kṛtyām yām cakruḥ punar prati harāmi tām
[MASK] te aśvinau devau ā dhattām puṣkarasrajā	garbham te aśvinau devau ā dhattām puṣkarasrajā
yat saumyaḥ pratyakṣam eva asmai paśum [MASK]	yat saumyaḥ pratyakṣam eva asmai paśum ālabhate
bhavāsi putrāṇām mātā jātānām janayāḥ ca [MASK]	bhavāsi putrāṇām mātā jātānām janayāḥ ca yān
yat te bhūmim catur bhṛṣṭim manaḥ jagāma dūrakam [MASK] te [MASK] vartayāmasi iha kṣayāya jīvase	yat te bhūmim catur bhṛṣṭim manaḥ jagāma dūrakam tat te ā vartayāmasi iha kṣayāya jīvase
kārśanaḥ tvā abhi rakṣatu	kārśanaḥ tvā abhi rakṣatu
vaśā mātā svadhe tava	vaśā mātā svadhe tava
pratiṣṭhityai aditiḥ	pratiṣṭhityai aditiḥ
ud uṣāḥ	ud uṣāḥ
sā vāc abravīt strī kāmāḥ vai gandharvāḥ mayā eva striyā [MASK] paṇadhvam iti	sā vāc abravīt strī kāmāḥ vai gandharvāḥ mayā eva striyā bhūtayā paṇadhvam iti
eṣā te rājan kanyā vadhūḥ [MASK] dhūyatām yama	eṣā te rājan kanyā vadhūḥ ni dhūyatām yama
te asmai vṛṣṭim prayacchanti	te asmai vṛṣṭim prayacchanti
na ha vai a purohitasya rājñaḥ [MASK] annam adanti	na ha vai a purohitasya rājñaḥ devāḥ annam adanti
chandāṃsi vai añjayaḥ vāghataḥ	chandāṃsi vai añjayaḥ vāghataḥ
saḥ indram tuṣṭāva yat cit hi satya soma pāḥ [MASK] ca etena sūktena uttarasya ca [MASK]	saḥ indram tuṣṭāva yat cit hi satya soma pāḥ iti ca etena sūktena uttarasya ca pañcadaśabhiḥ
a jñātaḥ te ayam janaḥ	a jñātaḥ te ayam janaḥ
vatsāḥ vai daivyāḥ adhvaryavaḥ	vatsāḥ vai daivyāḥ adhvaryavaḥ
ā paśyati	ā paśyati
tat prathame [MASK] mukhe devatāḥ akṣara bhājaḥ karoti	tat prathame yajña mukhe devatāḥ akṣara bhājaḥ karoti
stṛṇute eva	stṛṇute eva
pathām [MASK] vyāvartane anyam pāpmā anu padyatām	pathām anu vyāvartane anyam pāpmā anu padyatām
udānaḥ udayanīyaḥ	udānaḥ udayanīyaḥ
devaḥ hi eṣaḥ etat kṛtaḥ [MASK] agniḥ	devaḥ hi eṣaḥ etat kṛtaḥ yat agniḥ
saḥ asya śāntaḥ na prajām [MASK] paśūn hinasti	saḥ asya śāntaḥ na prajām na paśūn hinasti
tāḥ dvādaśa sampadyante	tāḥ dvādaśa sampadyante
cakṣuṣā [MASK] etat prajñāyate yat a prajñeyam	cakṣuṣā vai etat prajñāyate yat a prajñeyam
tathā iti bhūyān vai brāhmaṇaḥ kṣatriyāt iti varuṇaḥ [MASK]	tathā iti bhūyān vai brāhmaṇaḥ kṣatriyāt iti varuṇaḥ uvāca
tatas imāḥ prajāḥ varuṇāt prāmucyanta	tatas imāḥ prajāḥ varuṇāt prāmucyanta
pṛśni mātaraḥ hi marutaḥ	pṛśni mātaraḥ hi marutaḥ
sa anuvyacalat	sa anuvyacalat
[MASK] sapatnān abhi yāḥ naḥ arātayaḥ abhi pṛtanyantam tiṣṭha abhi yaḥ naḥ irasyati	abhivṛtya sapatnān abhi yāḥ naḥ arātayaḥ abhi pṛtanyantam tiṣṭha abhi yaḥ naḥ irasyati
tān tanvānān asurāḥ abhyāyan	tān tanvānān asurāḥ abhyāyan
saṃvatsarāt eva enam niṣkrīṇāti	saṃvatsarāt eva enam niṣkrīṇāti
prajāpatiḥ paśūnām prajanayitā	prajāpatiḥ paśūnām prajanayitā
ni stuvānasya pātaya param akṣi [MASK] avaram	ni stuvānasya pātaya param akṣi uta avaram
tau ha madhyame saṃpādayāṃcakratuḥ śunaḥśepe	tau ha madhyame saṃpādayāṃcakratuḥ śunaḥśepe
atrā enān indra [MASK] ugraḥ marmaṇi vidhya	atrā enān indra vṛtrahan ugraḥ marmaṇi vidhya
vīryam vai triṣṭubh	vīryam vai triṣṭubh
dvau stanau vratam upaiti upasatsu dviṣaṃdhiḥ hi iṣuḥ [MASK] ca hi eva tejanam ca	dvau stanau vratam upaiti upasatsu dviṣaṃdhiḥ hi iṣuḥ śalyaḥ ca hi eva tejanam ca
